2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,['conscious hip hop', 'hip hop', 'rap', 'west coast rap'],23853651,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock'],25255241,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433
5SXuuuRpukkTvsLuUknva1,Baby Keem,['rap'],1460390,https://i.scdn.co/image/ab6761610000e5ebd6f2323c1971fd5a70cd0255
4V8LLVI7PbaPR0K2TGSxFF,Tyler, The Creator,['hip hop', 'rap'],11362084,https://i.scdn.co/image/ab6761610000e5eb8278b782cbb5a3963db88ada
7laaeJcmU9FPO4OdhFelEN,David Michael Jackson,[],125,https://i.scdn.co/image/ab6761610000e5ebaaec23be6f2af5ed6a07d009
4bUZ8QP0nXAaUXOw9rkopk,Stevie Wonder, Tina Turner, Mick Jagger And The Rock Hall Jam Band,[],67,
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap'],2886682,https://i.scdn.co/image/ab6761610000e5eb75559132f961dcf3ba4f5c7a
2ofKDDy4ZPXXO9zaNXwKvm,Daft Punk's Karaoke Band,[],92,https://i.scdn.co/image/ab67616d0000b27390270c51e31e466c4876edb2
4kqFrZkeqDfOIEqTWqbOOV,brakence,['glitchcore', 'hyperpop'],193943,https://i.scdn.co/image/ab6761610000e5eb808be2612c9044731e5970cd
5EtZGidUP0imIVaUwBo4GW,six impala,['hyperpop'],16500,https://i.scdn.co/image/ab6761610000e5eb14d163de7d0c424c044ab7c0
5Matrg5du62bXwer29cU5T,Benny The Butcher,['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'upstate ny rap'],318864,https://i.scdn.co/image/ab6761610000e5eb1f43a06aa30561212e001a66
0wIb0PhwT3disoWykRhq6V,Viktor Vaughn,['abstract hip hop', 'alternative hip hop'],173133,https://i.scdn.co/image/ab67616d0000b273d97a55d6ace2bf9e8ccb8cb1
